state1,state2,value,variance,ligand,standard_state
s010,s110,7.921306019829006,1,h+,1
s010,s011,7.921306019829006,1,h+,1
s011,s111,5.500375948718724,1,h+,1
s110,s111,5.500375948718724,1,h+,1
s100,s101,9.808036461953636,1,h+,1
s001,s101,9.80803646195363,1,h+,1
s001,s011,8.98082365859898,1,h+,1
s100,s110,8.980823658598986,1,h+,1
s000,s100,8.995890481453053,1,h+,1
s000,s001,8.995890481453056,1,h+,1
s000,s010,10.055408120223031,1,h+,1
s101,s111,4.673163145364074,1,h+,1
