state1,state2,value,variance,ligand,standard_state
s010,s110,7.6093966918081986,1,h+,1
s010,s011,7.6093966918081986,1,h+,1
s011,s111,5.554850904986976,1,h+,1
s110,s111,5.554850904986976,1,h+,1
s100,s101,9.265452592248874,1,h+,1
s001,s101,9.26545259224887,1,h+,1
s001,s011,8.414756983191728,1,h+,1
s100,s110,8.414756983191731,1,h+,1
s000,s100,9.294602693933651,1,h+,1
s000,s001,9.294602693933655,1,h+,1
s000,s010,10.099962985317184,1,h+,1
s101,s111,4.704155295929834,1,h+,1
