3.9610068662417772, 3.141767697857979
3.961438145635521, 3.523593721119683
3.9468910232274763, 3.9778746825304463
3.9322001410215166, 4.304880302853974
3.9264839776282376, 4.577503645337732
3.914784668359838, 4.886381839714669
3.912101152132095, 5.177242139419619
3.9156883013753023, 5.68639826940586
3.9163865632508887, 6.304592783258144
3.898868405019271, 6.795183362199387
3.899196998843076, 7.086098427541637
3.866536141897767, 7.503686411960814
3.83375206226853, 7.812181246876646
3.7978737241317937, 8.047892549819615
3.7740232890872627, 8.265640723727895
3.6840296555925987, 8.591277203118903
3.551845944262273, 8.897964772003805
3.41701979093218, 9.531877023761439
3.3452631146587075, 10.003299629647376
3.303648076014705, 10.493452083490212
3.256707079143192, 11.601689519910732
3.2577133977285957, 12.492616907521374
