state1,state2,value,variance,ligand,standard_state
s010,s110,7,1,h+,1
s010,s011,7,1,h+,1
s011,s111,7,1,h+,1
s110,s111,7,1,h+,1
s100,s101,7,1,h+,1
s001,s101,7,1,h+,1
s001,s011,7,1,h+,1
s100,s110,7,1,h+,1
s000,s100,7,1,h+,1
s000,s001,7,1,h+,1
s000,s010,7,1,h+,1
s101,s111,7,1,h+,1
